송파구,"영등포구,은평구","도봉구,성동구,중구",무
송파구,無,"성동구, 금천구, 도봉구",배추
송파구,"마포구,노원구,강동구","서대문구,광진구,영등포구",양파
송파구,"강서구,구로구,서대문구","강동구,용산구,영등포구",상추
송파구,"강동구, 중구, 노원구","금천구, 강남구",오이
